X.chrom	chromStart	chromEnd	gene_id	score	strand	name	exonic_length
14	100049354	100049455	ENSG00000200506.1	.	+	Y_RNA	102
14	103161725	103161832	ENSG00000202459.1	.	+	Y_RNA	108
14	104192065	104192162	ENSG00000253096.1	.	-	Y_RNA	98
15	26063130	26063217	ENSG00000199214.1	.	+	Y_RNA	88
15	30647639	30647743	ENSG00000238783.1	.	+	Y_RNA	105
15	30965953	30966046	ENSG00000206846.1	.	+	Y_RNA	94
15	32467448	32467552	ENSG00000201084.1	.	-	Y_RNA	105
15	34014693	34014797	ENSG00000200008.1	.	+	Y_RNA	105
15	34606929	34607029	ENSG00000207091.1	.	+	Y_RNA	101
15	37343029	37343131	ENSG00000206676.1	.	-	Y_RNA	103
15	38834444	38834544	ENSG00000201509.1	.	+	Y_RNA	101
15	40214983	40215087	ENSG00000200305.1	.	-	Y_RNA	105
15	43539878	43539979	ENSG00000202211.1	.	+	Y_RNA	102
15	44156091	44156203	ENSG00000200391.1	.	-	Y_RNA	113
15	44989531	44989628	ENSG00000206957.2	.	-	Y_RNA	98
15	45135810	45135922	ENSG00000238845.1	.	+	Y_RNA	113
15	45339301	45339413	ENSG00000252171.1	.	-	Y_RNA	113
15	45884182	45884283	ENSG00000200419.1	.	+	Y_RNA	102
15	48617755	48617868	ENSG00000202542.1	.	-	Y_RNA	114
15	49288109	49288219	ENSG00000207105.1	.	-	Y_RNA	111
15	49429959	49430060	ENSG00000200120.1	.	-	Y_RNA	102
15	50514085	50514193	ENSG00000200605.1	.	+	Y_RNA	109
15	52176753	52176850	ENSG00000207484.1	.	+	Y_RNA	98
15	52454948	52455049	ENSG00000206995.1	.	+	Y_RNA	102
15	59701104	59701214	ENSG00000200252.1	.	+	Y_RNA	111
15	59867827	59867922	ENSG00000200606.1	.	-	Y_RNA	96
15	64403657	64403768	ENSG00000201071.1	.	-	Y_RNA	112
15	64737329	64737442	ENSG00000206781.1	.	-	Y_RNA	114
15	64945087	64945188	ENSG00000207223.1	.	+	Y_RNA	102
15	65795079	65795174	ENSG00000252217.1	.	+	Y_RNA	96
15	66640614	66640713	ENSG00000223271.1	.	+	Y_RNA	100
15	69698780	69698891	ENSG00000207395.1	.	+	Y_RNA	112
15	75275615	75275717	ENSG00000199580.1	.	-	Y_RNA	103
15	91520438	91520535	ENSG00000200142.1	.	-	Y_RNA	98
15	100221991	100222082	ENSG00000201724.1	.	-	Y_RNA	92
15	101178568	101178662	ENSG00000212306.1	.	+	Y_RNA	95
16	228553	228655	ENSG00000207243.1	.	+	Y_RNA	103
16	489297	489397	ENSG00000201034.1	.	-	Y_RNA	101
16	2181852	2181951	ENSG00000200059.1	.	+	Y_RNA	100
16	5001774	5001892	ENSG00000200980.1	.	-	Y_RNA	119
16	11408924	11409035	ENSG00000199668.1	.	+	Y_RNA	112
16	14369362	14369457	ENSG00000201075.1	.	+	Y_RNA	96
16	15009314	15009413	ENSG00000207425.1	.	-	Y_RNA	100
16	15244554	15244653	ENSG00000207294.1	.	+	Y_RNA	100
16	16407969	16408068	ENSG00000206706.1	.	-	Y_RNA	100
16	18491794	18491893	ENSG00000206927.1	.	+	Y_RNA	100
16	27733605	27733713	ENSG00000201371.1	.	-	Y_RNA	109
16	28194639	28194751	ENSG00000200138.1	.	+	Y_RNA	113
16	30465318	30465418	ENSG00000202476.1	.	-	Y_RNA	101
16	30482908	30483024	ENSG00000222701.1	.	+	Y_RNA	117
16	47346938	47347032	ENSG00000222767.1	.	-	Y_RNA	95
16	53284742	53284835	ENSG00000212582.1	.	-	Y_RNA	94
16	58116972	58117072	ENSG00000207173.1	.	-	Y_RNA	101
16	66583183	66585092	ENSG00000261519.2	.	+	Y_RNA	1910
16	68123352	68123446	ENSG00000201850.1	.	-	Y_RNA	95
16	68508456	68508567	ENSG00000199263.1	.	-	Y_RNA	112
16	68919479	68919580	ENSG00000199979.1	.	-	Y_RNA	102
16	69225026	69225126	ENSG00000200164.1	.	+	Y_RNA	101
16	69814940	69815031	ENSG00000252670.1	.	+	Y_RNA	92
16	74497786	74497886	ENSG00000207525.1	.	-	Y_RNA	101
16	86309036	86309129	ENSG00000199949.1	.	-	Y_RNA	94
17	4089621	4089719	ENSG00000251812.1	.	+	Y_RNA	99
17	4096063	4096160	ENSG00000207390.1	.	+	Y_RNA	98
17	7169374	7169485	ENSG00000202251.1	.	-	Y_RNA	112
17	7440413	7440513	ENSG00000201489.1	.	-	Y_RNA	101
17	17363758	17363836	ENSG00000201741.1	.	+	Y_RNA	79
17	17904415	17904509	ENSG00000201378.1	.	-	Y_RNA	95
17	19552686	19553248	ENSG00000264932.2	.	-	Y_RNA	563
17	27161740	27161840	ENSG00000238516.1	.	+	Y_RNA	101
17	28671521	28671622	ENSG00000207132.1	.	-	Y_RNA	102
17	30790392	30790500	ENSG00000202100.1	.	-	Y_RNA	109
17	31157237	31157347	ENSG00000201178.1	.	-	Y_RNA	111
17	36387075	36387176	ENSG00000207212.1	.	-	Y_RNA	102
17	38547484	38547590	ENSG00000222881.1	.	-	Y_RNA	107
17	41149933	41150024	ENSG00000200127.1	.	-	Y_RNA	92
17	43148810	43148911	ENSG00000200888.1	.	+	Y_RNA	102
17	44292436	44292537	ENSG00000238723.1	.	-	Y_RNA	102
17	45634779	45634880	ENSG00000206734.1	.	+	Y_RNA	102
17	46556459	46556560	ENSG00000206805.1	.	+	Y_RNA	102
17	47494106	47494212	ENSG00000207127.1	.	-	Y_RNA	107
17	48463506	48463607	ENSG00000206824.1	.	-	Y_RNA	102
17	48774005	48774121	ENSG00000201340.1	.	+	Y_RNA	117
17	57338109	57338207	ENSG00000207235.1	.	+	Y_RNA	99
17	58826301	58826407	ENSG00000252534.1	.	-	Y_RNA	107
17	59951445	59951543	ENSG00000202361.1	.	-	Y_RNA	99
17	60114194	60114306	ENSG00000200842.1	.	+	Y_RNA	113
17	60199681	60199782	ENSG00000207123.1	.	+	Y_RNA	102
17	60738982	60739086	ENSG00000207382.1	.	-	Y_RNA	105
17	65404890	65404997	ENSG00000201547.1	.	-	Y_RNA	108
17	67982127	67982235	ENSG00000199801.1	.	+	Y_RNA	109
17	73085957	73086069	ENSG00000206713.1	.	-	Y_RNA	113
17	73141765	73141857	ENSG00000252042.1	.	+	Y_RNA	93
17	73428071	73428168	ENSG00000202332.1	.	+	Y_RNA	98
17	74315457	74315554	ENSG00000251779.1	.	+	Y_RNA	98
17	74699714	74699809	ENSG00000212418.1	.	-	Y_RNA	96
17	75438191	75438295	ENSG00000200651.1	.	+	Y_RNA	105
17	79540516	79540628	ENSG00000207021.1	.	+	Y_RNA	113
17	80375102	80375197	ENSG00000201239.1	.	+	Y_RNA	96
18	2621089	2621200	ENSG00000202224.1	.	+	Y_RNA	112
18	2778939	2779055	ENSG00000207034.1	.	+	Y_RNA	117
18	8720032	8720130	ENSG00000252319.1	.	-	Y_RNA	99
18	9249647	9249744	ENSG00000200883.1	.	-	Y_RNA	98
18	9250108	9250209	ENSG00000207092.1	.	+	Y_RNA	102
18	12760716	12760817	ENSG00000201466.1	.	+	Y_RNA	102
18	19304080	19304190	ENSG00000200750.1	.	+	Y_RNA	111
18	20604559	20604666	ENSG00000223023.1	.	+	Y_RNA	108
18	21036335	21036431	ENSG00000199357.1	.	+	Y_RNA	97
18	21161980	21162085	ENSG00000199366.1	.	-	Y_RNA	106
18	22009469	22009573	ENSG00000199636.1	.	+	Y_RNA	105
18	28962280	28962393	ENSG00000207240.1	.	+	Y_RNA	114
18	29843098	29843201	ENSG00000222395.1	.	-	Y_RNA	104
18	31581662	31581763	ENSG00000199204.1	.	-	Y_RNA	102
18	43656970	43657065	ENSG00000252034.1	.	-	Y_RNA	96
18	47397925	47398036	ENSG00000201668.1	.	-	Y_RNA	112
18	48485637	48485749	ENSG00000200752.1	.	-	Y_RNA	113
18	54420457	54420557	ENSG00000206865.1	.	-	Y_RNA	101
18	59998045	59998146	ENSG00000199867.1	.	+	Y_RNA	102
18	76304096	76304188	ENSG00000201723.1	.	-	Y_RNA	93
19	6572967	6573068	ENSG00000199223.1	.	-	Y_RNA	102
19	11519448	11519556	ENSG00000202357.1	.	+	Y_RNA	109
19	12199060	12199161	ENSG00000199444.1	.	-	Y_RNA	102
19	36694249	36694361	ENSG00000200179.1	.	-	Y_RNA	113
19	37349129	37349231	ENSG00000206669.1	.	-	Y_RNA	103
19	38785184	38785276	ENSG00000200209.1	.	+	Y_RNA	93
19	40844966	40845071	ENSG00000207281.1	.	-	Y_RNA	106
19	40848236	40848348	ENSG00000206925.1	.	+	Y_RNA	113
19	47239569	47239676	ENSG00000222614.1	.	+	Y_RNA	108
19	50069929	50070029	ENSG00000207073.1	.	+	Y_RNA	101
19	52762329	52762440	ENSG00000207265.1	.	-	Y_RNA	112
19	56616785	56616879	ENSG00000223060.1	.	+	Y_RNA	95
19	56827893	56828005	ENSG00000200646.1	.	-	Y_RNA	113
20	431307	431406	ENSG00000206797.1	.	+	Y_RNA	100
20	2433656	2433763	ENSG00000207305.1	.	-	Y_RNA	108
20	5094639	5094729	ENSG00000252367.1	.	-	Y_RNA	91
20	5945184	5945296	ENSG00000207380.1	.	+	Y_RNA	113
20	16651286	16651387	ENSG00000200494.1	.	-	Y_RNA	102
20	18094111	18094223	ENSG00000207282.1	.	-	Y_RNA	113
20	23438221	23438322	ENSG00000200208.1	.	-	Y_RNA	102
20	25195334	25195434	ENSG00000202414.1	.	+	Y_RNA	101
20	29543691	29543802	ENSG00000200325.1	.	-	Y_RNA	112
20	32971971	32972071	ENSG00000201498.1	.	-	Y_RNA	101
20	33114315	33114411	ENSG00000206582.1	.	-	Y_RNA	97
20	34441174	34441286	ENSG00000199676.1	.	-	Y_RNA	113
20	35296962	35297073	ENSG00000202255.1	.	-	Y_RNA	112
20	36681049	36681148	ENSG00000252791.1	.	-	Y_RNA	100
20	40328260	40328355	ENSG00000199287.1	.	-	Y_RNA	96
20	42079799	42079900	ENSG00000206998.1	.	-	Y_RNA	102
20	42973479	42973569	ENSG00000201363.1	.	+	Y_RNA	91
20	43632989	43633095	ENSG00000252021.1	.	+	Y_RNA	107
20	48537134	48537231	ENSG00000199490.1	.	-	Y_RNA	98
20	49179546	49179647	ENSG00000201501.1	.	+	Y_RNA	102
20	52161154	52161264	ENSG00000206959.1	.	+	Y_RNA	111
20	55886910	55887014	ENSG00000252064.1	.	+	Y_RNA	105
21	18899458	18899565	ENSG00000200754.1	.	-	Y_RNA	108
21	18949116	18949224	ENSG00000199962.1	.	+	Y_RNA	109
21	24804501	24804602	ENSG00000199698.1	.	-	Y_RNA	102
21	30511604	30511705	ENSG00000201984.1	.	-	Y_RNA	102
21	38359039	38359151	ENSG00000207416.1	.	-	Y_RNA	113
21	40716463	40716554	ENSG00000252915.1	.	+	Y_RNA	92
22	19032769	19032880	ENSG00000206739.1	.	+	Y_RNA	112
22	20835445	20835555	ENSG00000201916.1	.	+	Y_RNA	111
22	28699742	28699838	ENSG00000199797.1	.	+	Y_RNA	97
22	30154747	30154848	ENSG00000200976.1	.	+	Y_RNA	102
22	31626057	31626158	ENSG00000202019.1	.	-	Y_RNA	102
22	36836925	36837015	ENSG00000252225.1	.	-	Y_RNA	91
22	37409266	37409360	ENSG00000252412.1	.	+	Y_RNA	95
22	41441501	41441595	ENSG00000222698.1	.	+	Y_RNA	95
22	41461558	41461650	ENSG00000199515.1	.	-	Y_RNA	93
22	42044093	42044194	ENSG00000200332.1	.	-	Y_RNA	102
22	42143316	42143417	ENSG00000206813.1	.	+	Y_RNA	102
22	43158866	43158965	ENSG00000200448.1	.	-	Y_RNA	100
22	50837249	50837349	ENSG00000238604.1	.	+	Y_RNA	101
22	51108232	51108329	ENSG00000212569.1	.	+	Y_RNA	98
X	3559484	3559596	ENSG00000207320.1	.	-	Y_RNA	113
X	9842641	9842741	ENSG00000206844.1	.	-	Y_RNA	101
X	10029262	10029363	ENSG00000202469.1	.	+	Y_RNA	102
X	11134212	11134313	ENSG00000207151.1	.	-	Y_RNA	102
X	12072943	12073045	ENSG00000206792.1	.	-	Y_RNA	103
X	12167245	12167357	ENSG00000206795.1	.	+	Y_RNA	113
X	16930338	16930440	ENSG00000199410.1	.	-	Y_RNA	103
X	18414114	18414215	ENSG00000207025.1	.	-	Y_RNA	102
X	19394892	19394993	ENSG00000202144.1	.	+	Y_RNA	102
X	20003176	20003277	ENSG00000206663.1	.	-	Y_RNA	102
X	21890825	21890926	ENSG00000206639.1	.	+	Y_RNA	102
X	23800327	23800427	ENSG00000202272.1	.	+	Y_RNA	101
X	27270236	27270352	ENSG00000252486.1	.	-	Y_RNA	117
X	40352092	40352192	ENSG00000206677.1	.	+	Y_RNA	101
X	41175741	41175842	ENSG00000238426.1	.	+	Y_RNA	102
X	44260849	44260950	ENSG00000200702.1	.	+	Y_RNA	102
X	49935841	49935941	ENSG00000202495.1	.	-	Y_RNA	101
X	53353767	53353879	ENSG00000207408.1	.	+	Y_RNA	113
X	55609166	55609267	ENSG00000200635.1	.	+	Y_RNA	102
X	67580917	67581029	ENSG00000206646.1	.	+	Y_RNA	113
X	70710916	70711017	ENSG00000199751.1	.	-	Y_RNA	102
X	71504795	71504895	ENSG00000238926.1	.	-	Y_RNA	101
X	85274612	85274719	ENSG00000199567.1	.	+	Y_RNA	108
X	93433004	93433105	ENSG00000202410.1	.	+	Y_RNA	102
X	95956506	95956618	ENSG00000207426.1	.	-	Y_RNA	113
X	100543905	100543999	ENSG00000222203.1	.	-	Y_RNA	95
X	102411048	102411139	ENSG00000200662.1	.	-	Y_RNA	92
X	105669798	105669899	ENSG00000202407.1	.	+	Y_RNA	102
X	106445807	106445913	ENSG00000199832.1	.	+	Y_RNA	107
X	107144375	107144476	ENSG00000207363.1	.	-	Y_RNA	102
X	107920181	107920287	ENSG00000207146.1	.	-	Y_RNA	107
X	108987872	108987978	ENSG00000252069.1	.	-	Y_RNA	107
X	111904885	111904996	ENSG00000200436.1	.	+	Y_RNA	112
X	114373593	114373686	ENSG00000212241.1	.	-	Y_RNA	94
X	117048207	117048308	ENSG00000200291.1	.	-	Y_RNA	102
X	117703368	117703478	ENSG00000206862.1	.	-	Y_RNA	111
X	118590521	118590621	ENSG00000252147.1	.	+	Y_RNA	101
X	122990912	122991013	ENSG00000199705.1	.	-	Y_RNA	102
X	133276258	133276370	ENSG00000200572.1	.	-	Y_RNA	113
X	135653864	135653974	ENSG00000199424.1	.	-	Y_RNA	111
X	135898636	135898733	ENSG00000202279.1	.	-	Y_RNA	98
Y	7209572	7209683	ENSG00000251996.1	.	+	Y_RNA	112
X	2404455	2419008	ENSG00000214717.5	.	-	ZBED1	4755
Y	2354455	2369008	ENSGR0000214717.5	.	-	ZBED1	4755
8	144328991	144344875	ENSG00000181638.13	.	+	ZFP41	6910
8	144329280	144358573	ENSG00000264668.1	.	+	ZFP41	2897
1	35447134	35497342	ENSG00000271741.1	.	-	ZMYM6	3099
1	35449523	35497569	ENSG00000163867.12	.	-	ZMYM6	9617
19	9434850	9493293	ENSG00000270011.2	.	+	ZNF177	4273
19	9435021	9493293	ENSG00000188629.7	.	+	ZNF177	3408
19	44529506	44591471	ENSG00000267022.1	.	+	ZNF223	3766
19	44555520	44572144	ENSG00000178386.8	.	+	ZNF223	3329
17	15602891	15640874	ENSG00000187607.11	.	+	ZNF286A	7131
17	15603006	15648092	ENSG00000255104.3	.	+	ZNF286A	4387
10	43069633	43134016	ENSG00000272373.1	.	-	ZNF33B	2810
10	43084555	43133992	ENSG00000196693.10	.	-	ZNF33B	5958
16	31072164	31085641	ENSG00000167394.8	.	-	ZNF668	3935
16	31072813	31073451	ENSG00000232748.2	.	+	ZNF668	639
19	12571998	12624668	ENSG00000242852.2	.	-	ZNF709	5708
19	12572373	12662288	ENSG00000196826.7	.	-	ZNF709	4505
16	30537244	30546668	ENSG00000169955.6	.	-	ZNF747	4065
16	30537244	30546173	ENSG00000261459.1	.	-	ZNF747	1515
19	12035890	12091196	ENSG00000197054.7	.	+	ZNF763	3044
19	12035890	12090105	ENSG00000267179.1	.	+	ZNF763	2219
19	12203078	12248050	ENSG00000214189.4	.	+	ZNF788	7434
19	12203078	12225491	ENSG00000188474.6	.	+	ZNF788	3766
19	58790317	58807254	ENSG00000083842.8	.	+	ZNF8	2211
19	58790318	58807254	ENSG00000273439.1	.	+	ZNF8	2210
